time (ms),sentence id,time (hhmmss),lat (deg),lat type,long (deg),long type,fix quality,satelites,HDOP,alt,alt unit,h above WGS84,h unit,,checksum
21834000,$GPGGA,060354,5220.010986,N,00924.813320,E,1,03,0.9,94.0,M,46.0,M,,*74
21834000,$GPGGA,060354,5220.010986,N,00924.813320,E,1,03,0.9,94.0,M,46.0,M,,*74
21835000,$GPGGA,060355,5220.010597,N,00924.817028,E,1,08,0.8,102.0,M,46.0,M,,*42
21835000,$GPGGA,060355,5220.010597,N,00924.817028,E,1,08,0.8,102.0,M,46.0,M,,*42
21836000,$GPGGA,060356,5220.011085,N,00924.817465,E,1,08,0.8,93.0,M,46.0,M,,*72
21836000,$GPGGA,060356,5220.011085,N,00924.817465,E,1,08,0.8,93.0,M,46.0,M,,*72
21837000,$GPGGA,060357,5220.012634,N,00924.816687,E,1,08,0.7,84.0,M,46.0,M,,*7A
21837000,$GPGGA,060357,5220.012634,N,00924.816687,E,1,08,0.7,84.0,M,46.0,M,,*7A
21838000,$GPGGA,060358,5220.011005,N,00924.817056,E,1,08,0.7,80.0,M,46.0,M,,*7D
21838000,$GPGGA,060358,5220.011005,N,00924.817056,E,1,08,0.7,80.0,M,46.0,M,,*7D
21839000,$GPGGA,060359,5220.010829,N,00924.818261,E,1,08,0.7,79.0,M,46.0,M,,*74
21839000,$GPGGA,060359,5220.010829,N,00924.818261,E,1,08,0.7,79.0,M,46.0,M,,*74
21840000,$GPGGA,060400,5220.011320,N,00924.819097,E,1,08,0.7,80.0,M,46.0,M,,*70
21840000,$GPGGA,060400,5220.011320,N,00924.819097,E,1,08,0.7,80.0,M,46.0,M,,*70
21841000,$GPGGA,060401,5220.011142,N,00924.818685,E,1,07,0.8,80.0,M,46.0,M,,*73
21841000,$GPGGA,060401,5220.011142,N,00924.818685,E,1,07,0.8,80.0,M,46.0,M,,*73
21842000,$GPGGA,060402,5220.011213,N,00924.817809,E,1,07,0.8,80.0,M,46.0,M,,*72
21842000,$GPGGA,060402,5220.011213,N,00924.817809,E,1,07,0.8,80.0,M,46.0,M,,*72
21843000,$GPGGA,060403,5220.011361,N,00924.817730,E,1,07,0.8,80.0,M,46.0,M,,*72
21843000,$GPGGA,060403,5220.011361,N,00924.817730,E,1,07,0.8,80.0,M,46.0,M,,*72
21844000,$GPGGA,060404,5220.011385,N,00924.817363,E,1,07,0.8,79.0,M,46.0,M,,*7B
21844000,$GPGGA,060404,5220.011385,N,00924.817363,E,1,07,0.8,79.0,M,46.0,M,,*7B
21845000,$GPGGA,060405,5220.011370,N,00924.817372,E,1,07,0.8,78.0,M,46.0,M,,*71
21845000,$GPGGA,060405,5220.011370,N,00924.817372,E,1,07,0.8,78.0,M,46.0,M,,*71
21846000,$GPGGA,060406,5220.011491,N,00924.817504,E,1,07,0.8,78.0,M,46.0,M,,*7D
21846000,$GPGGA,060406,5220.011491,N,00924.817504,E,1,07,0.8,78.0,M,46.0,M,,*7D
21847000,$GPGGA,060407,5220.011392,N,00924.817534,E,1,07,0.8,78.0,M,46.0,M,,*7B
21847000,$GPGGA,060407,5220.011392,N,00924.817534,E,1,07,0.8,78.0,M,46.0,M,,*7B
21848000,$GPGGA,060408,5220.011490,N,00924.817760,E,1,07,0.8,78.0,M,46.0,M,,*72
21848000,$GPGGA,060408,5220.011490,N,00924.817760,E,1,07,0.8,78.0,M,46.0,M,,*72
21849000,$GPGGA,060409,5220.011510,N,00924.817873,E,1,07,0.8,78.0,M,46.0,M,,*77
21849000,$GPGGA,060409,5220.011510,N,00924.817873,E,1,07,0.8,78.0,M,46.0,M,,*77
21850000,$GPGGA,060410,5220.011542,N,00924.817902,E,1,07,0.8,78.0,M,46.0,M,,*7F
21850000,$GPGGA,060410,5220.011542,N,00924.817902,E,1,07,0.8,78.0,M,46.0,M,,*7F
21851000,$GPGGA,060411,5220.011550,N,00924.817880,E,1,07,0.8,78.0,M,46.0,M,,*76
21851000,$GPGGA,060411,5220.011550,N,00924.817880,E,1,07,0.8,78.0,M,46.0,M,,*76
21852000,$GPGGA,060412,5220.011550,N,00924.817885,E,1,08,0.8,78.0,M,46.0,M,,*7F
21852000,$GPGGA,060412,5220.011550,N,00924.817885,E,1,08,0.8,78.0,M,46.0,M,,*7F
21853000,$GPGGA,060413,5220.011550,N,00924.817892,E,1,07,0.8,78.0,M,46.0,M,,*77
21853000,$GPGGA,060413,5220.011550,N,00924.817892,E,1,07,0.8,78.0,M,46.0,M,,*77
21854000,$GPGGA,060414,5220.011553,N,00924.817900,E,1,06,0.8,78.0,M,46.0,M,,*78
21854000,$GPGGA,060414,5220.011553,N,00924.817900,E,1,06,0.8,78.0,M,46.0,M,,*78
21855000,$GPGGA,060415,5220.011555,N,00924.817918,E,1,07,0.8,78.0,M,46.0,M,,*77
21855000,$GPGGA,060415,5220.011555,N,00924.817918,E,1,07,0.8,78.0,M,46.0,M,,*77
21856000,$GPGGA,060416,5220.011558,N,00924.817947,E,1,07,0.7,78.0,M,46.0,M,,*7C
21856000,$GPGGA,060416,5220.011558,N,00924.817947,E,1,07,0.7,78.0,M,46.0,M,,*7C
21857000,$GPGGA,060417,5220.011562,N,00924.817973,E,1,07,0.7,78.0,M,46.0,M,,*73
21857000,$GPGGA,060417,5220.011562,N,00924.817973,E,1,07,0.7,78.0,M,46.0,M,,*73
21858000,$GPGGA,060418,5220.011561,N,00924.818002,E,1,08,0.7,78.0,M,46.0,M,,*70
21858000,$GPGGA,060418,5220.011561,N,00924.818002,E,1,08,0.7,78.0,M,46.0,M,,*70
21859000,$GPGGA,060419,5220.011559,N,00924.818036,E,1,08,0.7,78.0,M,46.0,M,,*7D
21859000,$GPGGA,060419,5220.011559,N,00924.818036,E,1,08,0.7,78.0,M,46.0,M,,*7D
21860000,$GPGGA,060420,5220.011563,N,00924.818050,E,1,08,0.7,78.0,M,46.0,M,,*7E
21860000,$GPGGA,060420,5220.011563,N,00924.818050,E,1,08,0.7,78.0,M,46.0,M,,*7E
21861000,$GPGGA,060421,5220.011723,N,00924.818260,E,1,08,0.7,78.0,M,46.0,M,,*78
21861000,$GPGGA,060421,5220.011723,N,00924.818260,E,1,08,0.7,78.0,M,46.0,M,,*78
21862000,$GPGGA,060422,5220.011624,N,00924.818984,E,1,08,0.7,78.0,M,46.0,M,,*7C
21862000,$GPGGA,060422,5220.011624,N,00924.818984,E,1,08,0.7,78.0,M,46.0,M,,*7C
21863000,$GPGGA,060423,5220.011823,N,00924.819553,E,1,08,0.7,78.0,M,46.0,M,,*73
21863000,$GPGGA,060423,5220.011823,N,00924.819553,E,1,08,0.7,78.0,M,46.0,M,,*73
21864000,$GPGGA,060424,5220.011931,N,00924.820876,E,1,08,0.7,77.0,M,46.0,M,,*79
21864000,$GPGGA,060424,5220.011931,N,00924.820876,E,1,08,0.7,77.0,M,46.0,M,,*79
21865000,$GPGGA,060425,5220.012413,N,00924.822459,E,1,08,0.7,78.0,M,46.0,M,,*7A
21865000,$GPGGA,060425,5220.012413,N,00924.822459,E,1,08,0.7,78.0,M,46.0,M,,*7A
21866000,$GPGGA,060426,5220.013220,N,00924.823862,E,1,08,0.7,77.0,M,46.0,M,,*74
21866000,$GPGGA,060426,5220.013220,N,00924.823862,E,1,08,0.7,77.0,M,46.0,M,,*74
21867000,$GPGGA,060427,5220.014610,N,00924.824563,E,1,08,0.7,77.0,M,46.0,M,,*7E
21867000,$GPGGA,060427,5220.014610,N,00924.824563,E,1,08,0.7,77.0,M,46.0,M,,*7E
21868000,$GPGGA,060428,5220.016275,N,00924.825587,E,1,08,0.7,77.0,M,46.0,M,,*7F
21868000,$GPGGA,060428,5220.016275,N,00924.825587,E,1,08,0.7,77.0,M,46.0,M,,*7F
21869000,$GPGGA,060429,5220.017642,N,00924.826433,E,1,08,0.7,76.0,M,46.0,M,,*73
21869000,$GPGGA,060429,5220.017642,N,00924.826433,E,1,08,0.7,76.0,M,46.0,M,,*73
21870000,$GPGGA,060430,5220.019301,N,00924.827268,E,1,07,0.8,76.0,M,46.0,M,,*7E
21870000,$GPGGA,060430,5220.019301,N,00924.827268,E,1,07,0.8,76.0,M,46.0,M,,*7E
21871000,$GPGGA,060431,5220.020758,N,00924.828596,E,1,08,0.7,76.0,M,46.0,M,,*74
21871000,$GPGGA,060431,5220.020758,N,00924.828596,E,1,08,0.7,76.0,M,46.0,M,,*74
21872000,$GPGGA,060432,5220.022453,N,00924.829753,E,1,08,0.7,76.0,M,46.0,M,,*77
21872000,$GPGGA,060432,5220.022453,N,00924.829753,E,1,08,0.7,76.0,M,46.0,M,,*77
21873000,$GPGGA,060433,5220.023727,N,00924.830554,E,1,08,0.7,75.0,M,46.0,M,,*79
21873000,$GPGGA,060433,5220.023727,N,00924.830554,E,1,08,0.7,75.0,M,46.0,M,,*79
21874000,$GPGGA,060434,5220.024869,N,00924.831274,E,1,09,0.7,76.0,M,46.0,M,,*7A
21874000,$GPGGA,060434,5220.024869,N,00924.831274,E,1,09,0.7,76.0,M,46.0,M,,*7A
21875000,$GPGGA,060435,5220.025887,N,00924.831949,E,1,09,0.8,75.0,M,46.0,M,,*73
21875000,$GPGGA,060435,5220.025887,N,00924.831949,E,1,09,0.8,75.0,M,46.0,M,,*73
21876000,$GPGGA,060436,5220.027386,N,00924.833194,E,1,09,0.8,75.0,M,46.0,M,,*72
21876000,$GPGGA,060436,5220.027386,N,00924.833194,E,1,09,0.8,75.0,M,46.0,M,,*72
21877000,$GPGGA,060437,5220.029264,N,00924.834147,E,1,08,0.7,75.0,M,46.0,M,,*77
21877000,$GPGGA,060437,5220.029264,N,00924.834147,E,1,08,0.7,75.0,M,46.0,M,,*77
21878000,$GPGGA,060438,5220.030679,N,00924.834608,E,1,08,0.7,76.0,M,46.0,M,,*77
21878000,$GPGGA,060438,5220.030679,N,00924.834608,E,1,08,0.7,76.0,M,46.0,M,,*77
21879000,$GPGGA,060439,5220.031490,N,00924.834773,E,1,08,0.7,76.0,M,46.0,M,,*7F
21879000,$GPGGA,060439,5220.031490,N,00924.834773,E,1,08,0.7,76.0,M,46.0,M,,*7F
21880000,$GPGGA,060440,5220.031800,N,00924.834482,E,1,08,0.7,76.0,M,46.0,M,,*79
21880000,$GPGGA,060440,5220.031800,N,00924.834482,E,1,08,0.7,76.0,M,46.0,M,,*79
21881000,$GPGGA,060441,5220.031753,N,00924.834441,E,1,08,0.7,75.0,M,46.0,M,,*7D
21881000,$GPGGA,060441,5220.031753,N,00924.834441,E,1,08,0.7,75.0,M,46.0,M,,*7D
21882000,$GPGGA,060442,5220.031659,N,00924.834479,E,1,08,0.7,75.0,M,46.0,M,,*7E
21882000,$GPGGA,060442,5220.031659,N,00924.834479,E,1,08,0.7,75.0,M,46.0,M,,*7E
21883000,$GPGGA,060443,5220.031637,N,00924.834568,E,1,08,0.7,75.0,M,46.0,M,,*76
21883000,$GPGGA,060443,5220.031637,N,00924.834568,E,1,08,0.7,75.0,M,46.0,M,,*76
21884000,$GPGGA,060444,5220.032307,N,00924.834131,E,1,08,0.7,76.0,M,46.0,M,,*7F
21884000,$GPGGA,060444,5220.032307,N,00924.834131,E,1,08,0.7,76.0,M,46.0,M,,*7F
21885000,$GPGGA,060445,5220.033560,N,00924.832849,E,1,08,0.7,76.0,M,46.0,M,,*78
21885000,$GPGGA,060445,5220.033560,N,00924.832849,E,1,08,0.7,76.0,M,46.0,M,,*78
21886000,$GPGGA,060446,5220.034491,N,00924.830047,E,1,08,0.7,76.0,M,46.0,M,,*77
21886000,$GPGGA,060446,5220.034491,N,00924.830047,E,1,08,0.7,76.0,M,46.0,M,,*77
21887000,$GPGGA,060447,5220.034904,N,00924.826565,E,1,07,0.8,77.0,M,46.0,M,,*74
21887000,$GPGGA,060447,5220.034904,N,00924.826565,E,1,07,0.8,77.0,M,46.0,M,,*74
21888000,$GPGGA,060448,5220.034569,N,00924.821960,E,1,07,0.8,77.0,M,46.0,M,,*72
21888000,$GPGGA,060448,5220.034569,N,00924.821960,E,1,07,0.8,77.0,M,46.0,M,,*72
21889000,$GPGGA,060449,5220.034173,N,00924.816479,E,1,08,0.7,77.0,M,46.0,M,,*7D
21889000,$GPGGA,060449,5220.034173,N,00924.816479,E,1,08,0.7,77.0,M,46.0,M,,*7D
21890000,$GPGGA,060450,5220.033676,N,00924.810239,E,1,08,0.7,78.0,M,46.0,M,,*7B
21890000,$GPGGA,060450,5220.033676,N,00924.810239,E,1,08,0.7,78.0,M,46.0,M,,*7B
21891000,$GPGGA,060451,5220.033226,N,00924.804039,E,1,08,0.7,78.0,M,46.0,M,,*7C
21891000,$GPGGA,060451,5220.033226,N,00924.804039,E,1,08,0.7,78.0,M,46.0,M,,*7C
21892000,$GPGGA,060452,5220.032841,N,00924.797766,E,1,08,0.7,78.0,M,46.0,M,,*7D
21892000,$GPGGA,060452,5220.032841,N,00924.797766,E,1,08,0.7,78.0,M,46.0,M,,*7D
21893000,$GPGGA,060453,5220.032263,N,00924.791213,E,1,08,0.7,78.0,M,46.0,M,,*77
21893000,$GPGGA,060453,5220.032263,N,00924.791213,E,1,08,0.7,78.0,M,46.0,M,,*77
21894000,$GPGGA,060454,5220.031403,N,00924.785199,E,1,08,0.7,78.0,M,46.0,M,,*77
21894000,$GPGGA,060454,5220.031403,N,00924.785199,E,1,08,0.7,78.0,M,46.0,M,,*77
21895000,$GPGGA,060455,5220.029526,N,00924.780011,E,1,09,0.7,78.0,M,46.0,M,,*7C
21895000,$GPGGA,060455,5220.029526,N,00924.780011,E,1,09,0.7,78.0,M,46.0,M,,*7C
21896000,$GPGGA,060456,5220.026356,N,00924.775750,E,1,08,0.7,78.0,M,46.0,M,,*78
21896000,$GPGGA,060456,5220.026356,N,00924.775750,E,1,08,0.7,78.0,M,46.0,M,,*78
21897000,$GPGGA,060457,5220.022203,N,00924.772617,E,1,09,0.7,78.0,M,46.0,M,,*78
21897000,$GPGGA,060457,5220.022203,N,00924.772617,E,1,09,0.7,78.0,M,46.0,M,,*78
21898000,$GPGGA,060458,5220.017999,N,00924.770831,E,1,08,0.7,78.0,M,46.0,M,,*70
21898000,$GPGGA,060458,5220.017999,N,00924.770831,E,1,08,0.7,78.0,M,46.0,M,,*70
21899000,$GPGGA,060459,5220.014169,N,00924.769858,E,1,08,0.7,78.0,M,46.0,M,,*72
21899000,$GPGGA,060459,5220.014169,N,00924.769858,E,1,08,0.7,78.0,M,46.0,M,,*72
21900000,$GPGGA,060500,5220.011085,N,00924.769060,E,1,09,0.7,79.0,M,46.0,M,,*7A
21900000,$GPGGA,060500,5220.011085,N,00924.769060,E,1,09,0.7,79.0,M,46.0,M,,*7A
21901000,$GPGGA,060501,5220.008951,N,00924.768355,E,1,09,0.7,79.0,M,46.0,M,,*77
21901000,$GPGGA,060501,5220.008951,N,00924.768355,E,1,09,0.7,79.0,M,46.0,M,,*77
21902000,$GPGGA,060502,5220.007512,N,00924.767512,E,1,09,0.7,79.0,M,46.0,M,,*7A
21902000,$GPGGA,060502,5220.007512,N,00924.767512,E,1,09,0.7,79.0,M,46.0,M,,*7A
21903000,$GPGGA,060503,5220.006791,N,00924.767164,E,1,09,0.7,79.0,M,46.0,M,,*76
21903000,$GPGGA,060503,5220.006791,N,00924.767164,E,1,09,0.7,79.0,M,46.0,M,,*76
21904000,$GPGGA,060504,5220.006503,N,00924.767188,E,1,09,0.7,79.0,M,46.0,M,,*7A
21904000,$GPGGA,060504,5220.006503,N,00924.767188,E,1,09,0.7,79.0,M,46.0,M,,*7A
21905000,$GPGGA,060505,5220.006387,N,00924.766900,E,1,09,0.7,79.0,M,46.0,M,,*78
21905000,$GPGGA,060505,5220.006387,N,00924.766900,E,1,09,0.7,79.0,M,46.0,M,,*78
21906000,$GPGGA,060506,5220.006398,N,00924.766375,E,1,09,0.7,80.0,M,46.0,M,,*7B
21906000,$GPGGA,060506,5220.006398,N,00924.766375,E,1,09,0.7,80.0,M,46.0,M,,*7B
21907000,$GPGGA,060507,5220.006363,N,00924.766367,E,1,08,0.8,80.0,M,46.0,M,,*73
21907000,$GPGGA,060507,5220.006363,N,00924.766367,E,1,08,0.8,80.0,M,46.0,M,,*73
21908000,$GPGGA,060508,5220.006319,N,00924.765970,E,1,08,0.8,80.0,M,46.0,M,,*7E
21908000,$GPGGA,060508,5220.006319,N,00924.765970,E,1,08,0.8,80.0,M,46.0,M,,*7E
21909000,$GPGGA,060509,5220.006366,N,00924.765619,E,1,07,0.8,80.0,M,46.0,M,,*78
21909000,$GPGGA,060509,5220.006366,N,00924.765619,E,1,07,0.8,80.0,M,46.0,M,,*78
21910000,$GPGGA,060510,5220.006461,N,00924.765452,E,1,07,0.8,80.0,M,46.0,M,,*7D
21910000,$GPGGA,060510,5220.006461,N,00924.765452,E,1,07,0.8,80.0,M,46.0,M,,*7D
21911000,$GPGGA,060511,5220.006456,N,00924.765171,E,1,07,0.8,80.0,M,46.0,M,,*7C
21911000,$GPGGA,060511,5220.006456,N,00924.765171,E,1,07,0.8,80.0,M,46.0,M,,*7C
21912000,$GPGGA,060512,5220.006525,N,00924.765047,E,1,08,0.8,80.0,M,46.0,M,,*71
21912000,$GPGGA,060512,5220.006525,N,00924.765047,E,1,08,0.8,80.0,M,46.0,M,,*71
21913000,$GPGGA,060513,5220.006488,N,00924.765078,E,1,07,0.8,80.0,M,46.0,M,,*75
21913000,$GPGGA,060513,5220.006488,N,00924.765078,E,1,07,0.8,80.0,M,46.0,M,,*75
21914000,$GPGGA,060514,5220.006481,N,00924.765107,E,1,07,0.8,79.0,M,46.0,M,,*74
21914000,$GPGGA,060514,5220.006481,N,00924.765107,E,1,07,0.8,79.0,M,46.0,M,,*74
21915000,$GPGGA,060515,5220.006479,N,00924.765116,E,1,07,0.8,79.0,M,46.0,M,,*72
21915000,$GPGGA,060515,5220.006479,N,00924.765116,E,1,07,0.8,79.0,M,46.0,M,,*72
21916000,$GPGGA,060516,5220.006111,N,00924.765138,E,1,08,0.7,79.0,M,46.0,M,,*76
21916000,$GPGGA,060516,5220.006111,N,00924.765138,E,1,08,0.7,79.0,M,46.0,M,,*76
21917000,$GPGGA,060517,5220.004469,N,00924.764230,E,1,09,0.7,79.0,M,46.0,M,,*74
21917000,$GPGGA,060517,5220.004469,N,00924.764230,E,1,09,0.7,79.0,M,46.0,M,,*74
21918000,$GPGGA,060518,5220.002462,N,00924.760833,E,1,09,0.7,78.0,M,46.0,M,,*7A
21918000,$GPGGA,060518,5220.002462,N,00924.760833,E,1,09,0.7,78.0,M,46.0,M,,*7A
21919000,$GPGGA,060519,5220.001953,N,00924.755728,E,1,09,0.7,78.0,M,46.0,M,,*74
21919000,$GPGGA,060519,5220.001953,N,00924.755728,E,1,09,0.7,78.0,M,46.0,M,,*74
21920000,$GPGGA,060520,5220.003279,N,00924.750146,E,1,09,0.7,78.0,M,46.0,M,,*74
21920000,$GPGGA,060520,5220.003279,N,00924.750146,E,1,09,0.7,78.0,M,46.0,M,,*74
21921000,$GPGGA,060521,5220.005871,N,00924.743800,E,1,09,0.7,78.0,M,46.0,M,,*78
21921000,$GPGGA,060521,5220.005871,N,00924.743800,E,1,09,0.7,78.0,M,46.0,M,,*78
21922000,$GPGGA,060522,5220.008900,N,00924.735929,E,1,09,0.7,78.0,M,46.0,M,,*7A
21922000,$GPGGA,060522,5220.008900,N,00924.735929,E,1,09,0.7,78.0,M,46.0,M,,*7A
21923000,$GPGGA,060523,5220.012147,N,00924.727523,E,1,09,0.7,78.0,M,46.0,M,,*7E
21923000,$GPGGA,060523,5220.012147,N,00924.727523,E,1,09,0.7,78.0,M,46.0,M,,*7E
21924000,$GPGGA,060524,5220.015531,N,00924.718086,E,1,09,0.7,78.0,M,46.0,M,,*7D
21924000,$GPGGA,060524,5220.015531,N,00924.718086,E,1,09,0.7,78.0,M,46.0,M,,*7D
21925000,$GPGGA,060525,5220.019128,N,00924.707756,E,1,09,0.7,78.0,M,46.0,M,,*78
21925000,$GPGGA,060525,5220.019128,N,00924.707756,E,1,09,0.7,78.0,M,46.0,M,,*78
21926000,$GPGGA,060526,5220.022640,N,00924.696801,E,1,10,0.7,78.0,M,46.0,M,,*76
21926000,$GPGGA,060526,5220.022640,N,00924.696801,E,1,10,0.7,78.0,M,46.0,M,,*76
21927000,$GPGGA,060527,5220.026123,N,00924.685690,E,1,10,0.7,78.0,M,46.0,M,,*75
21927000,$GPGGA,060527,5220.026123,N,00924.685690,E,1,10,0.7,78.0,M,46.0,M,,*75
21928000,$GPGGA,060528,5220.029385,N,00924.674381,E,1,10,0.7,79.0,M,46.0,M,,*71
21928000,$GPGGA,060528,5220.029385,N,00924.674381,E,1,10,0.7,79.0,M,46.0,M,,*71
21929000,$GPGGA,060529,5220.032483,N,00924.662650,E,1,09,0.8,79.0,M,46.0,M,,*72
21929000,$GPGGA,060529,5220.032483,N,00924.662650,E,1,09,0.8,79.0,M,46.0,M,,*72
21930000,$GPGGA,060530,5220.035292,N,00924.650724,E,1,10,0.7,79.0,M,46.0,M,,*7F
21930000,$GPGGA,060530,5220.035292,N,00924.650724,E,1,10,0.7,79.0,M,46.0,M,,*7F
21931000,$GPGGA,060531,5220.038085,N,00924.638455,E,1,10,0.7,80.0,M,46.0,M,,*7A
21931000,$GPGGA,060531,5220.038085,N,00924.638455,E,1,10,0.7,80.0,M,46.0,M,,*7A
21932000,$GPGGA,060532,5220.040762,N,00924.626349,E,1,10,0.7,80.0,M,46.0,M,,*7D
21932000,$GPGGA,060532,5220.040762,N,00924.626349,E,1,10,0.7,80.0,M,46.0,M,,*7D
21933000,$GPGGA,060533,5220.042975,N,00924.613858,E,1,10,0.7,80.0,M,46.0,M,,*7B
21933000,$GPGGA,060533,5220.042975,N,00924.613858,E,1,10,0.7,80.0,M,46.0,M,,*7B
21934000,$GPGGA,060534,5220.045056,N,00924.601838,E,1,10,0.7,80.0,M,46.0,M,,*76
21934000,$GPGGA,060534,5220.045056,N,00924.601838,E,1,10,0.7,80.0,M,46.0,M,,*76
21935000,$GPGGA,060535,5220.046868,N,00924.589669,E,1,10,0.7,81.0,M,46.0,M,,*79
21935000,$GPGGA,060535,5220.046868,N,00924.589669,E,1,10,0.7,81.0,M,46.0,M,,*79
21936000,$GPGGA,060536,5220.048359,N,00924.577691,E,1,10,0.7,81.0,M,46.0,M,,*7B
21936000,$GPGGA,060536,5220.048359,N,00924.577691,E,1,10,0.7,81.0,M,46.0,M,,*7B
21937000,$GPGGA,060537,5220.049679,N,00924.565519,E,1,10,0.7,81.0,M,46.0,M,,*7C
21937000,$GPGGA,060537,5220.049679,N,00924.565519,E,1,10,0.7,81.0,M,46.0,M,,*7C
21938000,$GPGGA,060538,5220.050902,N,00924.553070,E,1,10,0.7,81.0,M,46.0,M,,*77
21938000,$GPGGA,060538,5220.050902,N,00924.553070,E,1,10,0.7,81.0,M,46.0,M,,*77
21939000,$GPGGA,060539,5220.052158,N,00924.540092,E,1,10,0.7,81.0,M,46.0,M,,*7D
21939000,$GPGGA,060539,5220.052158,N,00924.540092,E,1,10,0.7,81.0,M,46.0,M,,*7D
21940000,$GPGGA,060540,5220.053307,N,00924.527341,E,1,10,0.8,81.0,M,46.0,M,,*79
21940000,$GPGGA,060540,5220.053307,N,00924.527341,E,1,10,0.8,81.0,M,46.0,M,,*79
21941000,$GPGGA,060541,5220.054680,N,00924.514242,E,1,10,1.8,81.0,M,46.0,M,,*76
21941000,$GPGGA,060541,5220.054680,N,00924.514242,E,1,10,1.8,81.0,M,46.0,M,,*76
21942000,$GPGGA,060542,5220.056138,N,00924.500863,E,1,10,500.0,81.0,M,46.0,M,,*73
21942000,$GPGGA,060542,5220.056138,N,00924.500863,E,1,10,500.0,81.0,M,46.0,M,,*73
21943000,$GPGGA,060543,5220.057652,N,00924.487798,E,1,10,27.6,81.0,M,46.0,M,,*4B
21943000,$GPGGA,060543,5220.057652,N,00924.487798,E,1,10,27.6,81.0,M,46.0,M,,*4B
21944000,$GPGGA,060544,5220.058925,N,00924.475069,E,1,09,1.6,81.0,M,46.0,M,,*74
21944000,$GPGGA,060544,5220.058925,N,00924.475069,E,1,09,1.6,81.0,M,46.0,M,,*74
21945000,$GPGGA,060545,5220.059405,N,00924.465424,E,1,09,0.7,83.0,M,46.0,M,,*75
21945000,$GPGGA,060545,5220.059405,N,00924.465424,E,1,09,0.7,83.0,M,46.0,M,,*75
21946000,$GPGGA,060546,5220.059202,N,00924.453335,E,1,09,0.7,82.0,M,46.0,M,,*74
21946000,$GPGGA,060546,5220.059202,N,00924.453335,E,1,09,0.7,82.0,M,46.0,M,,*74
21947000,$GPGGA,060547,5220.058767,N,00924.442236,E,1,09,0.7,82.0,M,46.0,M,,*70
21947000,$GPGGA,060547,5220.058767,N,00924.442236,E,1,09,0.7,82.0,M,46.0,M,,*70
21948000,$GPGGA,060548,5220.058383,N,00924.431494,E,1,09,0.8,83.0,M,46.0,M,,*75
21948000,$GPGGA,060548,5220.058383,N,00924.431494,E,1,09,0.8,83.0,M,46.0,M,,*75
21949000,$GPGGA,060549,5220.058099,N,00924.420850,E,1,09,0.7,82.0,M,46.0,M,,*76
21949000,$GPGGA,060549,5220.058099,N,00924.420850,E,1,09,0.7,82.0,M,46.0,M,,*76
21950000,$GPGGA,060550,5220.057779,N,00924.411337,E,1,09,0.7,82.0,M,46.0,M,,*70
21950000,$GPGGA,060550,5220.057779,N,00924.411337,E,1,09,0.7,82.0,M,46.0,M,,*70
21951000,$GPGGA,060551,5220.058502,N,00924.402410,E,1,09,0.7,83.0,M,46.0,M,,*71
21951000,$GPGGA,060551,5220.058502,N,00924.402410,E,1,09,0.7,83.0,M,46.0,M,,*71
21952000,$GPGGA,060552,5220.060891,N,00924.394917,E,1,09,0.7,82.0,M,46.0,M,,*7D
21952000,$GPGGA,060552,5220.060891,N,00924.394917,E,1,09,0.7,82.0,M,46.0,M,,*7D
21953000,$GPGGA,060553,5220.064752,N,00924.388916,E,1,10,0.7,83.0,M,46.0,M,,*7D
21953000,$GPGGA,060553,5220.064752,N,00924.388916,E,1,10,0.7,83.0,M,46.0,M,,*7D
21954000,$GPGGA,060554,5220.070198,N,00924.385061,E,1,10,0.7,82.0,M,46.0,M,,*7A
21954000,$GPGGA,060554,5220.070198,N,00924.385061,E,1,10,0.7,82.0,M,46.0,M,,*7A
21955000,$GPGGA,060555,5220.076583,N,00924.383837,E,1,09,0.7,82.0,M,46.0,M,,*76
21955000,$GPGGA,060555,5220.076583,N,00924.383837,E,1,09,0.7,82.0,M,46.0,M,,*76
21956000,$GPGGA,060556,5220.083548,N,00924.385140,E,1,08,0.8,81.0,M,46.0,M,,*7A
21956000,$GPGGA,060556,5220.083548,N,00924.385140,E,1,08,0.8,81.0,M,46.0,M,,*7A
21957000,$GPGGA,060557,5220.091043,N,00924.388457,E,1,08,0.8,81.0,M,46.0,M,,*78
21957000,$GPGGA,060557,5220.091043,N,00924.388457,E,1,08,0.8,81.0,M,46.0,M,,*78
21958000,$GPGGA,060558,5220.098728,N,00924.393946,E,1,08,0.8,81.0,M,46.0,M,,*73
21958000,$GPGGA,060558,5220.098728,N,00924.393946,E,1,08,0.8,81.0,M,46.0,M,,*73
21959000,$GPGGA,060559,5220.105585,N,00924.399970,E,1,08,0.7,80.0,M,46.0,M,,*73
21959000,$GPGGA,060559,5220.105585,N,00924.399970,E,1,08,0.7,80.0,M,46.0,M,,*73
21960000,$GPGGA,060600,5220.111731,N,00924.409865,E,1,09,0.7,80.0,M,46.0,M,,*7E
21960000,$GPGGA,060600,5220.111731,N,00924.409865,E,1,09,0.7,80.0,M,46.0,M,,*7E
21961000,$GPGGA,060601,5220.117108,N,00924.420976,E,1,09,0.7,80.0,M,46.0,M,,*7D
21961000,$GPGGA,060601,5220.117108,N,00924.420976,E,1,09,0.7,80.0,M,46.0,M,,*7D
