time (ms),lon (deg),lat (deg),x (wgs84),y (wgs84),dist-hav (m),dist-cos (m)
0,9.41355533333,52.3335164333,0.164297534885,0.913392170908,0,0
1000,9.41361713333,52.33350995,0.164298613499,0.913392057753,4.26057324916,4.25941156032
2000,9.41362441667,52.3335180833,0.164298740617,0.913392199706,1.03093233401,1.03562183503
3000,9.41361145,52.3335439,0.164298514306,0.913392650292,3.00284266922,3.00211771919
4000,9.4136176,52.33351675,0.164298621644,0.913392176435,3.04772573215,3.04681671977
5000,9.41363768333,52.3335138167,0.164298972164,0.913392125239,1.40304663709,1.4049141131
6000,9.41365161667,52.333522,0.164299215347,0.913392268065,1.31312618821,1.31546207607
7000,9.41364475,52.3335190333,0.164299095501,0.913392216287,0.571408872847,0.569611787796
8000,9.41363015,52.3335202167,0.164298840683,0.91339223694,1.00071768356,0.995689805104
9000,9.41362883333,52.3335226833,0.164298817702,0.913392279991,0.288502593424,0.268517571863
10000,9.41362271667,52.3335230833,0.164298710946,0.913392286973,0.417983682106,0.413813370009
11000,9.41362286667,52.3335228333,0.164298713564,0.913392282609,0.0296082425057,0.0
12000,9.41362506667,52.33352485,0.164298751962,0.913392317807,0.269500273815,0.268517571863
13000,9.41362556667,52.3335232,0.164298760688,0.913392289009,0.18659058045,0.189870595932
14000,9.41362933333,52.3335248333,0.164298826429,0.913392317516,0.313827515913,0.300211771919
15000,9.41363121667,52.3335251667,0.164298859299,0.913392323334,0.133226987272,0.164432759509
16000,9.4136317,52.3335257,0.164298867735,0.913392332642,0.0677901255354,0.0
17000,9.41363133333,52.3335258333,0.164298861336,0.913392334969,0.0289916586662,0.0
18000,9.41363141667,52.3335258333,0.16429886279,0.913392334969,0.00566226768828,0.0
19000,9.41363153333,52.3335258333,0.164298864826,0.913392334969,0.00792717483602,0.0
20000,9.41363166667,52.3335258833,0.164298867153,0.913392335842,0.0106295644947,0.0
21000,9.41363196667,52.3335259167,0.164298872389,0.913392336424,0.0207184037985,0.0
22000,9.41363245,52.3335259667,0.164298880825,0.913392337296,0.0333084386345,0.0
23000,9.41363288333,52.3335260333,0.164298888388,0.91339233846,0.0303626312946,0.0
24000,9.41363336667,52.3335260167,0.164298896824,0.913392338169,0.0328934009706,0.0
25000,9.41363393333,52.3335259833,0.164298906714,0.913392337587,0.0386814102595,0.0
26000,9.41363416667,52.33352605,0.164298910787,0.913392338751,0.017501797142,0.0
27000,9.41363766667,52.3335287167,0.164298971873,0.913392385293,0.380105353858,0.391428261113
28000,9.41364973333,52.3335270667,0.164299182476,0.913392356495,0.840173685887,0.843803385388
29000,9.41365921667,52.3335303833,0.164299347992,0.913392414382,0.742440862258,0.747521283706
30000,9.41368126667,52.3335321833,0.164299732837,0.913392445798,1.51154590756,1.51301967706
31000,9.41370765,52.3335402167,0.164300193313,0.913392586006,2.00289849696,2.00266230452
32000,9.41373103333,52.3335536667,0.164300601429,0.913392820752,2.18199922587,2.18144706613
33000,9.41374271667,52.3335768333,0.164300805341,0.913393225087,2.69556190713,2.6952263179
34000,9.41375978333,52.3336045833,0.164301103211,0.913393709416,3.29636712236,3.29686657672
35000,9.41377388333,52.3336273667,0.164301349302,0.91339410706,2.70849355414,2.70856910399
36000,9.4137878,52.3336550167,0.164301592194,0.913394589644,3.21666702498,3.21801254023
37000,9.41380993333,52.3336793,0.164301978494,0.913395013468,3.09074204881,3.09086936765
38000,9.41382921667,52.33370755,0.164302315051,0.913395506523,3.40356170541,3.40181138029
39000,9.41384256667,52.3337287833,0.164302548053,0.913395877115,2.52929231016,2.52784729703
40000,9.41385456667,52.3337478167,0.164302757492,0.913396209309,2.26804055266,2.26853650329
41000,9.41386581667,52.3337647833,0.164302953842,0.913396505433,2.03558286373,2.0339209073
42000,9.41388656667,52.3337897667,0.164303315998,0.913396941475,3.11531751258,3.11555605494
43000,9.41390245,52.3338210667,0.164303593214,0.913397487763,3.64388684957,3.64482313961
44000,9.41391013333,52.33384465,0.164303727314,0.91339789937,2.67380775033,2.67508735841
45000,9.41391288333,52.3338581667,0.16430377531,0.91339813528,1.51455518151,1.51301967706
46000,9.41390803333,52.3338633333,0.164303690662,0.913398225455,0.662311122126,0.664547085762
47000,9.41390735,52.33386255,0.164303678735,0.913398211784,0.0987048447002,0.134258785931
48000,9.41390798333,52.3338609833,0.164303689789,0.91339818444,0.17944176603,0.189870595932
49000,9.41390946667,52.3338606167,0.164303715678,0.913398178041,0.108721909708,0.134258785931
50000,9.41390218333,52.3338717833,0.16430358856,0.913398372936,1.33666211125,1.33585805323
51000,9.41388081667,52.3338926667,0.164303215641,0.913398737419,2.73860360247,2.73670653792
52000,9.41383411667,52.3339081833,0.164302400572,0.913399008236,3.6118598523,3.61003875556
53000,9.41377608333,52.3339150667,0.1643013877,0.913399128372,4.01676548651,4.01543766245
54000,9.41369933333,52.3339094833,0.164300048159,0.913399030925,5.2517286146,5.25156120098
55000,9.41360798333,52.3339028833,0.164298453801,0.913398915733,6.25016007048,6.24988708752
56000,9.41350398333,52.3338946,0.164296638659,0.913398771162,7.12622501308,7.1258411887
57000,9.41340065,52.3338871,0.164294835152,0.913398640262,7.0705089011,7.07060865888
58000,9.4132961,52.3338806833,0.16429301041,0.91339852827,7.13956528079,7.14037148859
59000,9.41318688333,52.33387105,0.16429110422,0.913398360137,7.49782081819,7.49808575369
60000,9.41308665,52.3338567167,0.164289354818,0.913398109973,6.994527148,6.99499870855
61000,9.41300018333,52.3338254333,0.16428784569,0.913397563976,6.82769465078,6.82808560051
