time (ms),lon (deg),lat (deg),x (wgs84),y (wgs84),dist-hav (m),dist-cos (m)
396000,52.27718945,9.37036975,0.912409079591,0.163543804267,0.672833546031,0.671293929657
397000,52.27718926,9.37037151,0.912409076275,0.163543834985,0.196810089409,0.189870595932
398000,52.27718658,9.37037738,0.9124090295,0.163543937435,0.715882072984,0.716745781706
399000,52.27718448,9.37038157,0.912408992848,0.163544010565,0.519759809958,0.52857736879
400000,52.27718346,9.37037786,0.912408975046,0.163543945813,0.427441744739,0.424563559432
401000,52.2771858,9.37037186,0.912409015887,0.163543841093,0.714858401245,0.716745781706
402000,52.27718671,9.37037,0.912409031769,0.16354380863,0.229658522852,0.232543038596
403000,52.27718695,9.370371,0.912409035958,0.163543826083,0.114269929597,0.094935297966
404000,52.27718711,9.37037058,0.912409038751,0.163543818753,0.0498918849496,0.0
405000,52.2771872,9.37037032,0.912409040321,0.163543814215,0.0305503437102,0.0
406000,52.27718741,9.37036929,0.912409043987,0.163543796238,0.116825125785,0.134258785931
407000,52.27718767,9.37036807,0.912409048524,0.163543774945,0.138624356081,0.134258785931
408000,52.27718772,9.37036831,0.912409049397,0.163543779134,0.0272447374676,0.0
409000,52.27718771,9.37036876,0.912409049223,0.163543786988,0.0500497430129,0.094935297966
410000,52.27718769,9.37036917,0.912409048874,0.163543794144,0.045642692952,0.0
411000,52.2771877,9.3703694,0.912409049048,0.163543798158,0.0255983542733,0.0
412000,52.27718768,9.37036969,0.912409048699,0.16354380322,0.0323210959104,0.0
413000,52.27718767,9.37037129,0.912409048524,0.163543831145,0.177915265228,0.189870595932
414000,52.27718764,9.37037255,0.912409048001,0.163543853136,0.140144262119,0.134258785931
415000,52.27718763,9.37037348,0.912409047826,0.163543869368,0.103417101227,0.094935297966
416000,52.27718766,9.37037308,0.91240904835,0.163543862386,0.0445995825191,0.0
417000,52.27718769,9.37037273,0.912409048874,0.163543856278,0.0390571514286,0.0
418000,52.27718769,9.3703727,0.912409048874,0.163543855754,0.0033358476803,0.0
419000,52.27718768,9.37037271,0.912409048699,0.163543855929,0.0015620773911,0.0
420000,52.27718766,9.37037284,0.91240904835,0.163543858197,0.014620926242,0.0
421000,52.27718764,9.37037286,0.912409048001,0.163543858547,0.00312415492217,0.0
422000,52.27718762,9.37037285,0.912409047652,0.163543858372,0.0024598882677,0
