x,y,z
0.16329014044,83.0,0.912588484021
0.163286590441,83.0,0.912586081867
0.163282983718,82.0,0.912583742253
0.163279377577,82.0,0.912581463434
0.163275641699,82.0,0.912579093277
0.163271919203,81.0,0.91257668036
0.163268089078,80.0,0.912574286931
0.163264280188,80.0,0.912571815836
0.163260432319,80.0,0.912569339796
0.163256651354,80.0,0.912566895462
0.163252881442,79.0,0.912564463346
0.163249106004,79.0,0.912562048392
0.163245326203,79.0,0.912559608131
0.163241428592,79.0,0.912557082057
0.163237538835,78.0,0.912554480062
0.163233553085,78.0,0.9125519281
0.163229585951,78.0,0.912549405518
0.16322569154,78.0,0.912546844247
0.163221792474,77.0,0.912544297812
0.163217889045,77.0,0.91254177232
0.163214071719,77.0,0.912539173234
0.163210081024,78.0,0.912536675086
0.1632061168,78.0,0.912534061165
0.163202117378,78.0,0.912531463533
0.163198066468,79.0,0.912528984584
0.163193982398,79.0,0.912526564394
0.163190041735,79.0,0.912524170093
0.163186222955,78.0,0.912521797027
0.163182572308,78.0,0.912519414362
0.163179044998,78.0,0.912517171904
0.163175546485,78.0,0.912515057147
0.163172315881,78.0,0.912512867632
0.163169214721,78.0,0.912510771491
0.163166076038,77.0,0.912508775998
0.163163080471,77.0,0.912506820647
0.16316023762,77.0,0.912505028485
0.163157680422,75.0,0.91250353012
0.163154380586,75.0,0.912502180981
0.163151222413,75.0,0.91250108055
0.163147818439,75.0,0.912500471431
0.16314425535,76.0,0.912500305624
0.16314084963,77.0,0.912500716649
0.163137858718,78.0,0.912501649237
0.163135321009,78.0,0.912503072844
0.163133334243,78.0,0.912504886532
0.163132202106,78.0,0.912506827338
0.163131756756,79.0,0.912508876354
0.163132045317,79.0,0.91251095766
0.163133056154,80.0,0.912512906029
0.163134716253,81.0,0.912514756369
0.163136915367,81.0,0.912516361199
0.163139627318,82.0,0.912517644889
0.163142666227,82.0,0.912518590566
0.163145756914,83.0,0.912519219176
0.163148769062,83.0,0.912519432978
0.163151474322,83.0,0.912519448105
0.163153855242,84.0,0.912519312842
0.163155822228,83.0,0.912519059478
0.163157189694,83.0,0.912518794479
0.163158093483,83.0,0.912518625764
0.163158551923,83.0,0.912518606565
0.163158667115,83.0,0.912518544897
0.163158735474,83.0,0.912518506499
0.163158699985,83.0,0.912518482938
0.16315860981,82.0,0.912518462575
0.163158615919,82.0,0.912518464612
0.163158595847,82.0,0.912518451522
0.163158581012,82.0,0.912518444249
0.163158560068,82.0,0.912518427087
0.163158533015,82.0,0.912518448031
0.163158499854,82.0,0.912518373273
0.163158807614,82.0,0.912518370655
0.163159937715,81.0,0.912518475374
0.16316111523,81.0,0.91251901119
0.163162116758,80.0,0.91251990829
0.16316300804,80.0,0.912521248121
0.163163749805,79.0,0.912522888439
0.16316466523,79.0,0.912524560756
0.163165816856,79.0,0.912526540832
0.163166975173,79.0,0.912528728602
0.163168532589,79.0,0.912531038254
0.16317031457,78.0,0.912533391249
0.163172509612,77.0,0.912535747444
0.163174978962,77.0,0.912538261881
0.163177880863,76.0,0.91254079959
